(16, 86)
(16, 88)
(16, 92)
(16, 98)
(16, 100)
(16, 103)
(16, 106)
(16, 108)
(16, 111)
(16, 112)
(16, 115)
(16, 119)
(16, 121)
(16, 122)
(16, 124)
(16, 125)
(16, 126)
(16, 129)
(16, 133)
(16, 136)
(16, 139)
(16, 142)
(16, 144)
(16, 146)
(16, 148)
(16, 149)
(16, 151)
(16, 152)
(16, 153)
(16, 156)
(16, 158)
(16, 159)
(16, 161)
(16, 162)
(16, 163)
(16, 164)
(16, 165)
(16, 166)
(82, 240)
(86, 240)
(87, 240)
(91, 240)
(97, 240)
(102, 240)
(106, 240)
(108, 240)
(112, 240)
(114, 240)
(118, 240)
(121, 240)
(124, 240)
(126, 240)
(133, 240)
(136, 240)
(143, 240)
(150, 240)
(152, 240)
(156, 240)
(161, 240)
(166, 240)
(170, 240)
(240, 175)
(240, 169)
(240, 160)
(240, 154)
(240, 152)
(240, 147)
(240, 145)
(240, 142)
(240, 138)
(240, 136)
(240, 135)
(240, 132)
(240, 130)
(240, 128)
(240, 125)
(240, 122)
(240, 120)
(240, 117)
(240, 114)
(240, 113)
(240, 111)
(240, 110)
(240, 108)
(240, 106)
(240, 104)
(240, 103)
(240, 102)
(240, 101)
(240, 100)
(240, 99)
(240, 98)
(240, 97)
(240, 96)
(240, 95)
(240, 94)
(240, 93)
(240, 92)
(240, 91)
(240, 90)
(240, 88)
(240, 87)
(240, 86)
(240, 85)
(173, 16)
(172, 16)
(169, 16)
(159, 16)
(152, 16)
(151, 16)
(148, 16)
(146, 16)
(145, 16)
(141, 16)
(140, 16)
(138, 16)
(137, 16)
(134, 16)
(132, 16)
(131, 16)
(129, 16)
(127, 16)
(125, 16)
(123, 16)
(121, 16)
(118, 16)
(115, 16)
(112, 16)
(108, 16)
(107, 16)
(106, 16)
(101, 16)
(96, 16)
(95, 16)
(93, 16)
(92, 16)
(91, 16)
(90, 16)
(89, 16)
(89, 18)
(89, 20)
(89, 23)
(89, 24)
(89, 26)
(88, 28)
(88, 30)
(88, 31)
(88, 33)
(88, 36)
(88, 39)
(88, 40)
(88, 42)
(88, 45)
(87, 48)
(87, 50)
(87, 51)
(87, 52)
(87, 53)
(87, 55)
(87, 56)
(87, 58)
(86, 59)
(85, 62)
(84, 65)
(83, 69)
(82, 71)
(82, 72)
(81, 73)
(80, 74)
(78, 77)
(76, 79)
(75, 81)
(73, 81)
(70, 82)
(68, 83)
(66, 83)
(64, 83)
(62, 83)
(61, 84)
(60, 84)
(59, 85)
(56, 86)
(54, 87)
(52, 87)
(48, 88)
(46, 88)
(45, 88)
(41, 89)
(40, 89)
(38, 90)
(36, 90)
(34, 90)
(33, 90)
(32, 90)
(29, 89)
(27, 89)
(25, 89)
(21, 89)
(20, 89)
(18, 88)
(16, 87)
(18, 162)
(19, 162)
(26, 162)
(36, 162)
(47, 162)
(52, 162)
(56, 163)
(62, 165)
(65, 167)
(70, 169)
(71, 170)
(76, 173)
(78, 175)
(79, 177)
(81, 182)
(83, 184)
(85, 190)
(86, 195)
(86, 200)
(86, 203)
(86, 210)
(86, 213)
(86, 215)
(86, 219)
(86, 223)
(86, 226)
(86, 227)
(86, 229)
(85, 232)
(84, 233)
(84, 234)
(84, 236)
(83, 237)
(240, 176)
(240, 173)
(235, 173)
(229, 172)
(226, 172)
(225, 172)
(223, 172)
(217, 172)
(213, 172)
(210, 172)
(205, 172)
(202, 172)
(200, 172)
(198, 172)
(195, 172)
(193, 172)
(191, 173)
(190, 173)
(188, 173)
(185, 175)
(184, 176)
(182, 177)
(180, 179)
(179, 180)
(177, 180)
(177, 181)
(175, 182)
(174, 183)
(173, 184)
(171, 186)
(170, 187)
(170, 189)
(169, 191)
(169, 193)
(169, 194)
(169, 196)
(169, 197)
(169, 198)
(169, 201)
(169, 203)
(169, 204)
(169, 205)
(168, 207)
(167, 209)
(167, 211)
(167, 215)
(167, 218)
(167, 220)
(167, 221)
(167, 222)
(167, 225)
(167, 227)
(167, 228)
(167, 229)
(167, 230)
(167, 231)
(167, 233)
(167, 235)
(167, 236)
(167, 237)
(167, 238)
(177, 16)
(176, 16)
(175, 16)
(175, 18)
(175, 20)
(174, 23)
(174, 26)
(174, 27)
(174, 29)
(174, 30)
(174, 32)
(173, 34)
(173, 36)
(173, 37)
(173, 39)
(173, 40)
(173, 41)
(173, 43)
(173, 45)
(173, 47)
(173, 50)
(173, 53)
(173, 55)
(173, 58)
(173, 61)
(174, 64)
(174, 65)
(174, 68)
(174, 71)
(174, 72)
(174, 73)
(174, 74)
(176, 77)
(178, 78)
(181, 80)
(185, 81)
(191, 82)
(195, 83)
(199, 84)
(203, 85)
(204, 85)
(207, 86)
(212, 86)
(215, 87)
(216, 87)
(217, 87)
(219, 87)
(222, 87)
(223, 87)
(225, 87)
(227, 87)
(228, 87)
(229, 86)
(231, 86)
(233, 86)
(234, 86)
(235, 86)
(236, 86)
(236, 85)
(93, 199)
(93, 200)
(93, 202)
(95, 204)
(95, 205)
(96, 206)
(97, 208)
(98, 211)
(99, 212)
(99, 213)
(100, 214)
(101, 216)
(104, 217)
(108, 218)
(111, 219)
(114, 219)
(115, 220)
(119, 220)
(122, 220)
(125, 220)
(126, 220)
(128, 220)
(131, 220)
(133, 220)
(135, 219)
(138, 218)
(139, 218)
(141, 216)
(143, 215)
(145, 214)
(146, 212)
(147, 211)
(149, 209)
(150, 208)
(151, 207)
(152, 206)
(153, 206)
(154, 205)
(155, 205)
(156, 204)
(157, 204)
(158, 203)
(159, 201)
(160, 200)
(209, 92)
(210, 94)
(212, 95)
(214, 97)
(216, 99)
(217, 101)
(218, 103)
(219, 104)
(220, 105)
(220, 106)
(221, 107)
(222, 109)
(223, 111)
(224, 112)
(224, 114)
(225, 116)
(225, 118)
(225, 123)
(225, 125)
(225, 127)
(225, 129)
(225, 132)
(224, 134)
(223, 135)
(222, 136)
(222, 138)
(221, 140)
(220, 143)
(219, 145)
(218, 147)
(217, 149)
(216, 150)
(214, 152)
(213, 152)
(212, 153)
(209, 154)
(207, 154)
(206, 155)
(94, 54)
(95, 51)
(98, 47)
(99, 45)
(100, 44)
(101, 43)
(105, 42)
(109, 40)
(118, 37)
(124, 36)
(128, 36)
(131, 35)
(136, 35)
(140, 35)
(144, 35)
(149, 35)
(152, 35)
(156, 37)
(157, 38)
(158, 40)
(159, 42)
(160, 45)
(160, 49)
(160, 52)
(160, 53)
(161, 54)
(134, 36)
(135, 37)
(138, 39)
(141, 40)
(144, 42)
(146, 43)
(147, 43)
(147, 44)
(148, 44)
(149, 45)
(150, 46)
(150, 47)
(151, 48)
(152, 48)
(152, 49)
(152, 50)
(153, 50)
(153, 51)
(154, 52)
(155, 53)
(156, 53)
(158, 55)
(159, 56)
(160, 57)
(160, 58)
(161, 59)
(50, 92)
(48, 92)
(44, 96)
(39, 100)
(38, 101)
(37, 102)
(37, 104)
(36, 105)
(35, 106)
(35, 107)
(34, 109)
(33, 112)
(32, 115)
(32, 117)
(32, 118)
(32, 121)
(32, 125)
(32, 128)
(32, 129)
(33, 131)
(34, 133)
(35, 136)
(35, 140)
(35, 142)
(36, 143)
(37, 144)
(39, 145)
(40, 145)
(40, 147)

(0, 0, 256, 2)
(0, 0, 2, 256)
(0, 254, 256, 2)
(255, 0, 1, 255)
(254, 0, 1, 256)
(2, 194, 60, 60)
(2, 2, 60, 60)
(253, 0, 3, 2)
(198, 198, 56, 56)
(198, 195, 56, 7)
(198, 194, 58, 3)
(195, 194, 61, 62)
(194, 194, 39, 62)
(194, 0, 62, 62)
(95, 95, 58, 58)
(111, 51, 26, 145)
(46, 108, 163, 28)

(0, 153, 111, 103, 0, (40, 153))
(0, 95, 96, 58, 1, (44, 95))
(0, 0, 111, 95, 2, (110, 38))
(111, 0, 26, 51, 3, (136, 38))
(137, 0, 119, 95, 4, (203, 94))
(153, 95, 103, 58, 5, (215, 152))
(137, 153, 119, 103, 6, (137, 210))
(111, 196, 26, 60, 7, (111, 211))

(115, 210, 2)
(115, 222, 2)
(115, 234, 2)
(115, 245, 2)
