(5, 250, 5, 13)
(250, 250, 5, 13)
(253, 253, 2, 13)
(2, 253, 2, 13)
(127, 128, 127, 13)
(128, 128, 127, 13)
(245, 245, 10, 13)
(244, 245, 10, 13)
(241, 245, 10, 13)
(239, 245, 10, 13)
(233, 245, 10, 13)
(227, 245, 10, 13)
(226, 245, 10, 13)
(224, 245, 10, 13)
(220, 245, 10, 13)
(215, 245, 10, 13)
(208, 245, 10, 13)
(202, 245, 10, 13)
(201, 245, 10, 13)
(198, 245, 10, 13)
(189, 245, 10, 13)
(183, 245, 10, 13)
(178, 245, 10, 13)
(177, 245, 10, 13)
(176, 245, 10, 13)
(170, 245, 10, 13)
(162, 245, 10, 13)
(153, 245, 10, 13)
(147, 245, 10, 13)
(143, 245, 10, 13)
(245, 240, 10, 13)
(245, 238, 10, 13)
(245, 230, 10, 13)
(245, 211, 10, 13)
(245, 185, 10, 13)
(245, 171, 10, 13)
(245, 162, 10, 13)
(245, 155, 10, 13)
(245, 147, 10, 13)
(245, 141, 10, 13)
(245, 137, 10, 13)
(245, 134, 10, 13)
(245, 133, 10, 13)
(245, 177, 10, 13)
(245, 179, 10, 13)
(245, 182, 10, 13)
(245, 187, 10, 13)
(245, 191, 10, 13)
(245, 193, 10, 13)
(245, 198, 10, 13)
(245, 201, 10, 13)
(245, 205, 10, 13)
(245, 207, 10, 13)
(245, 209, 10, 13)
(245, 210, 10, 13)
(245, 213, 10, 13)
(245, 215, 10, 13)
(245, 216, 10, 13)
(245, 217, 10, 13)
(245, 220, 10, 13)
(245, 226, 10, 13)
(245, 231, 10, 13)
(236, 200, 10, 13)
(233, 203, 10, 13)
(230, 206, 10, 13)
(227, 213, 10, 13)
(225, 219, 10, 13)
(224, 220, 10, 13)
(222, 222, 10, 13)
(221, 224, 10, 13)
(218, 226, 10, 13)
(216, 228, 10, 13)
(214, 229, 10, 13)
(212, 231, 10, 13)
(210, 231, 10, 13)
(209, 231, 10, 13)
(206, 232, 10, 13)
(204, 232, 10, 13)
(203, 232, 10, 13)
(211, 230, 10, 13)
(215, 229, 10, 13)
(220, 228, 10, 13)
(224, 228, 10, 13)
(226, 228, 10, 13)
(229, 228, 10, 13)
(232, 228, 10, 13)
(237, 229, 10, 13)
(239, 230, 10, 13)
(10, 151, 10, 13)
(10, 153, 10, 13)
(10, 157, 10, 13)
(10, 164, 10, 13)
(10, 168, 10, 13)
(10, 170, 10, 13)
(10, 175, 10, 13)
(10, 181, 10, 13)
(10, 186, 10, 13)
(10, 192, 10, 13)
(10, 198, 10, 13)
(10, 201, 10, 13)
(10, 204, 10, 13)
(10, 208, 10, 13)
(10, 211, 10, 13)
(10, 216, 10, 13)
(10, 218, 10, 13)
(10, 221, 10, 13)
(10, 224, 10, 13)
(10, 227, 10, 13)
(10, 231, 10, 13)
(10, 235, 10, 13)
(10, 240, 10, 13)
(10, 243, 10, 13)
(10, 244, 10, 13)
(10, 245, 10, 13)
(11, 245, 10, 13)
(14, 245, 10, 13)
(22, 245, 10, 13)
(35, 245, 10, 13)
(48, 245, 10, 13)
(56, 245, 10, 13)
(68, 245, 10, 13)
(76, 245, 10, 13)
(79, 245, 10, 13)
(82, 245, 10, 13)
(84, 245, 10, 13)
(86, 245, 10, 13)
(89, 245, 10, 13)
(93, 245, 10, 13)
(95, 245, 10, 13)
(90, 245, 10, 13)
(96, 245, 10, 13)
(104, 245, 10, 13)
(112, 245, 10, 13)
(119, 245, 10, 13)
(122, 245, 10, 13)
(18, 195, 10, 13)
(19, 199, 10, 13)
(23, 204, 10, 13)
(25, 211, 10, 13)
(26, 219, 10, 13)
(27, 223, 10, 13)
(27, 225, 10, 13)
(29, 232, 10, 13)
(30, 234, 10, 13)
(32, 236, 10, 13)
(38, 238, 10, 13)
(47, 239, 10, 13)
(54, 238, 10, 13)
(58, 236, 10, 13)
(61, 234, 10, 13)
(64, 232, 10, 13)
(65, 231, 10, 13)
(64, 230, 10, 13)
(54, 229, 10, 13)
(36, 227, 10, 13)
(19, 225, 10, 13)
(13, 223, 10, 13)
(13, 222, 10, 13)
(14, 214, 10, 13)
(24, 199, 10, 13)
(33, 187, 10, 13)
(42, 184, 10, 13)
(10, 106, 10, 13)
(10, 100, 10, 13)
(10, 91, 10, 13)
(10, 77, 10, 13)
(10, 63, 10, 13)
(10, 54, 10, 13)
(10, 47, 10, 13)
(10, 42, 10, 13)
(10, 37, 10, 13)
(10, 29, 10, 13)
(10, 20, 10, 13)
(10, 14, 10, 13)
(10, 10, 10, 13)
(10, 18, 10, 13)
(10, 31, 10, 13)
(10, 52, 10, 13)
(10, 65, 10, 13)
(10, 76, 10, 13)
(10, 79, 10, 13)
(10, 87, 10, 13)
(10, 94, 10, 13)
(10, 98, 10, 13)
(10, 102, 10, 13)
(10, 104, 10, 13)
(13, 10, 10, 13)
(20, 10, 10, 13)
(25, 10, 10, 13)
(30, 10, 10, 13)
(34, 10, 10, 13)
(39, 10, 10, 13)
(44, 10, 10, 13)
(50, 10, 10, 13)
(59, 10, 10, 13)
(65, 10, 10, 13)
(69, 10, 10, 13)
(75, 10, 10, 13)
(80, 10, 10, 13)
(82, 10, 10, 13)
(87, 10, 10, 13)
(93, 10, 10, 13)
(100, 10, 10, 13)
(111, 10, 10, 13)
(118, 10, 10, 13)
(125, 10, 10, 13)
(130, 10, 10, 13)
(140, 10, 10, 13)
(149, 10, 10, 13)
(160, 10, 10, 13)
(173, 10, 10, 13)
(181, 10, 10, 13)
(187, 10, 10, 13)
(193, 10, 10, 13)
(204, 10, 10, 13)
(210, 10, 10, 13)
(218, 10, 10, 13)
(221, 10, 10, 13)
(222, 10, 10, 13)
(225, 10, 10, 13)
(227, 10, 10, 13)
(232, 10, 10, 13)
(237, 10, 10, 13)
(238, 10, 10, 13)
(240, 10, 10, 13)
(242, 10, 10, 13)
(245, 10, 10, 13)
(245, 11, 10, 13)
(245, 15, 10, 13)
(245, 18, 10, 13)
(245, 22, 10, 13)
(245, 25, 10, 13)
(245, 26, 10, 13)
(245, 29, 10, 13)
(245, 36, 10, 13)
(245, 40, 10, 13)
(245, 43, 10, 13)
(245, 50, 10, 13)
(245, 55, 10, 13)
(245, 58, 10, 13)
(245, 61, 10, 13)
(245, 65, 10, 13)
(245, 67, 10, 13)
(245, 69, 10, 13)
(245, 72, 10, 13)
(245, 77, 10, 13)
(245, 83, 10, 13)
(245, 86, 10, 13)
(245, 90, 10, 13)
(245, 94, 10, 13)
(245, 99, 10, 13)
(245, 101, 10, 13)
(245, 105, 10, 13)
(245, 110, 10, 13)
(245, 113, 10, 13)
(203, 20, 10, 13)
(202, 20, 10, 13)
(206, 21, 10, 13)
(217, 22, 10, 13)
(228, 23, 10, 13)
(231, 24, 10, 13)
(232, 24, 10, 13)
(234, 27, 10, 13)
(235, 30, 10, 13)
(236, 33, 10, 13)
(236, 44, 10, 13)
(236, 55, 10, 13)
(236, 57, 10, 13)
(236, 58, 10, 13)
(235, 58, 10, 13)
(235, 61, 10, 13)
(234, 63, 10, 13)
(233, 63, 10, 13)
(229, 55, 10, 13)
(224, 48, 10, 13)
(221, 41, 10, 13)
(220, 35, 10, 13)
(218, 30, 10, 13)
(217, 27, 10, 13)
(216, 26, 10, 13)
(215, 26, 10, 13)
(213, 26, 10, 13)
(210, 28, 10, 13)
(72, 13, 10, 13)
(71, 14, 10, 13)
(70, 15, 10, 13)
(68, 16, 10, 13)
(57, 20, 10, 13)
(45, 24, 10, 13)
(38, 25, 10, 13)
(36, 25, 10, 13)
(34, 26, 10, 13)
(31, 27, 10, 13)
(29, 29, 10, 13)
(28, 30, 10, 13)
(26, 34, 10, 13)
(24, 38, 10, 13)
(23, 42, 10, 13)
(22, 44, 10, 13)
(21, 48, 10, 13)
(19, 56, 10, 13)
(19, 60, 10, 13)
(22, 54, 10, 13)
(30, 44, 10, 13)
(34, 40, 10, 13)
(38, 35, 10, 13)
(41, 31, 10, 13)
(43, 30, 10, 13)
(43, 28, 10, 13)
(43, 24, 10, 13)
(44, 21, 10, 13)
(40, 21, 10, 13)
(30, 21, 10, 13)
(26, 21, 10, 13)
(24, 21, 10, 13)
(23, 21, 10, 13)
(22, 22, 10, 13)
(20, 22, 10, 13)
(4, 4, 4, 13)
(251, 4, 4, 13)
(73, 42, 42, 13)
(72, 42, 42, 13)
(63, 42, 42, 13)
(50, 42, 42, 13)
(42, 42, 42, 13)
(42, 45, 42, 13)
(42, 49, 42, 13)
(42, 57, 42, 13)
(42, 78, 42, 13)
(42, 104, 42, 13)
(42, 117, 42, 13)
(42, 144, 42, 13)
(42, 175, 42, 13)
(42, 193, 42, 13)
(42, 213, 42, 13)
(57, 213, 42, 13)
(73, 213, 42, 13)
(94, 213, 42, 13)
(115, 213, 42, 13)
(134, 213, 42, 13)
(155, 213, 42, 13)
(168, 213, 42, 13)
(179, 213, 42, 13)
(189, 213, 42, 13)
(200, 213, 42, 13)
(207, 213, 42, 13)
(213, 213, 42, 13)
(213, 197, 42, 13)
(213, 181, 42, 13)
(213, 164, 42, 13)
